order_id,order_date,customer_id,product_id,quantity,unit_price_usd,unit_price,revenue_usd
1943,2024-08-28,697,112,7,10.03,10.03 USD,70.21
1944,2023-05-06,626,294,5,1.45,1.45 USD,7.25
1945,2023-05-19,79,228,5,3.52,3.52 USD,17.6
1946,2024-08-02,342,251,2,16.99,16.99 USD,33.98
1947,2023-10-22,562,293,2,0.8,0.80 USD,1.6
1948,2023-01-24,95,228,6,3.54,3.54 USD,21.24
1949,2025-03-02,770,280,7,11.94,11.94 USD,83.58
1950,2023-02-05,351,161,2,5.85,5.85 USD,11.7
1951,2024-10-13,62,126,3,1.69,1.69 USD,5.07
1952,2024-08-13,142,115,2,0.73,0.73 USD,1.46
1953,2025-11-26,734,122,3,1.42,1.42 USD,4.26
1954,2024-06-14,111,189,6,6.7,6.70 USD,40.2
1955,2023-03-11,616,165,3,2.12,2.12 USD,6.36
1956,2024-08-27,527,254,6,9.17,9.17 USD,55.02
1957,2025-07-10,782,121,4,8.62,8.62 USD,34.48
1958,2025-12-27,671,252,2,2.8,2.80 USD,5.6
1959,2024-04-16,157,116,5,1.62,1.62 USD,8.1
1960,2023-12-17,539,260,7,8.71,8.71 USD,60.97
1961,2025-09-19,597,116,1,1.67,1.67 USD,1.67
1962,2023-07-29,9,142,7,0.88,0.88 USD,6.16
1963,2024-11-04,276,260,5,8.47,8.47 USD,42.35
1964,2024-03-20,227,278,2,1.32,1.32 USD,2.64
1965,2023-02-14,186,141,5,3.16,3.16 USD,15.8
1966,2024-01-16,591,208,2,10.3,10.30 USD,20.6
1967,2023-10-18,216,225,7,5.11,5.11 USD,35.77
1968,2025-01-21,433,252,2,2.73,2.73 USD,5.46
1969,2025-11-04,569,113,5,9.21,9.21 USD,46.05
1970,2023-10-21,656,179,3,0.94,0.94 USD,2.82
1971,2025-06-07,356,238,4,3.0,3.00 USD,12.0
1972,2023-03-02,392,142,4,0.89,0.89 USD,3.56
1973,2024-08-12,579,269,4,2.22,2.22 USD,8.88
1974,2023-03-19,275,221,4,11.5,11.50 USD,46.0
1975,2025-10-19,494,231,1,8.15,8.15 USD,8.15
1976,2025-04-19,617,283,6,0.67,0.67 USD,4.02
1977,2024-12-21,451,116,2,1.72,1.72 USD,3.44
1978,2025-06-21,420,144,1,4.25,4.25 USD,4.25
1979,2024-12-10,700,258,4,5.83,5.83 USD,23.32
1980,2025-11-26,164,221,4,11.02,11.02 USD,44.08
1981,2025-02-20,779,265,7,6.16,6.16 USD,43.12
1982,2025-10-09,563,288,5,5.37,5.37 USD,26.85
1983,2024-07-20,638,124,4,2.56,2.56 USD,10.24
1984,2023-05-09,592,126,2,1.66,1.66 USD,3.32
1985,2024-08-01,183,158,7,7.37,7.37 USD,51.59
1986,2023-05-19,310,109,4,5.88,5.88 USD,23.52
1987,2024-10-10,17,226,4,8.37,8.37 USD,33.48
1988,2024-06-12,446,289,1,2.45,2.45 USD,2.45
1989,2024-11-12,170,119,2,1.68,1.68 USD,3.36
1990,2023-01-12,280,128,3,4.2,4.20 USD,12.6
1991,2023-08-02,340,235,5,3.37,3.37 USD,16.85
1992,2024-06-22,726,145,3,8.2,8.20 USD,24.6
1993,2025-11-06,710,228,6,3.66,3.66 USD,21.96
1994,2024-02-25,519,194,1,1.95,1.95 USD,1.95
1995,2024-04-09,11,291,4,6.21,6.21 USD,24.84
1996,2025-02-21,524,265,5,6.83,6.83 USD,34.15
1997,2024-10-23,622,116,6,1.56,1.56 USD,9.36
1998,2023-11-24,133,105,6,4.79,4.79 USD,28.74
1999,2024-03-25,640,257,2,16.58,16.58 USD,33.16
2000,2023-08-27,148,152,5,2.89,2.89 USD,14.45
2001,2025-11-23,566,251,6,18.01,18.01 USD,108.06
2002,2023-05-24,79,106,1,2.63,2.63 USD,2.63
2003,2024-02-12,346,264,4,3.03,3.03 USD,12.12
2004,2023-01-29,609,285,1,5.24,5.24 USD,5.24
2005,2023-08-31,249,261,7,1.07,1.07 USD,7.49
2006,2025-05-04,639,149,6,2.61,2.61 USD,15.66
2007,2023-08-09,542,269,2,2.11,2.11 USD,4.22
2008,2023-03-29,24,180,3,6.14,6.14 USD,18.42
2009,2024-06-03,471,283,4,0.64,0.64 USD,2.56
2010,2023-01-11,201,198,4,10.42,10.42 USD,41.68
2011,2023-04-03,131,207,1,5.89,5.89 USD,5.89
2012,2025-06-03,634,254,1,9.95,9.95 USD,9.95
2013,2025-04-24,356,137,1,21.12,21.12 USD,21.12
2014,2025-09-29,150,216,6,5.33,5.33 USD,31.98
2015,2025-07-24,526,117,4,1.28,1.28 USD,5.12
2016,2025-01-18,304,132,1,3.39,3.39 USD,3.39
2017,2023-02-27,541,256,7,1.25,1.25 USD,8.75
2018,2025-05-07,50,125,5,12.9,12.90 USD,64.5
2019,2025-07-14,464,275,6,6.98,6.98 USD,41.88
2020,2025-05-24,240,122,6,1.47,1.47 USD,8.82
2021,2024-07-10,482,161,5,6.16,6.16 USD,30.8
2022,2023-09-13,455,226,5,9.16,9.16 USD,45.8
2023,2025-07-14,283,144,6,4.59,4.59 USD,27.54
2024,2025-03-07,335,202,4,0.66,0.66 USD,2.64
2025,2025-12-09,352,120,1,7.02,7.02 USD,7.02
2026,2023-06-20,668,209,7,2.58,2.58 USD,18.06
2027,2023-09-05,649,278,2,1.3,1.30 USD,2.6
2028,2023-08-20,327,188,1,9.62,9.62 USD,9.62
2029,2025-05-17,336,275,4,6.7,6.70 USD,26.8
2030,2023-07-24,666,147,5,4.24,4.24 USD,21.2
2031,2023-03-14,81,300,4,2.02,2.02 USD,8.08
2032,2025-12-29,87,151,1,12.9,12.90 USD,12.9
2033,2023-01-28,776,283,7,0.67,0.67 USD,4.69
2034,2025-07-03,258,139,4,2.39,2.39 USD,9.56
2035,2024-02-05,185,114,2,6.59,6.59 USD,13.18
2036,2025-07-10,692,297,4,3.51,3.51 USD,14.04
2037,2024-08-30,698,275,3,7.29,7.29 USD,21.87
2038,2025-09-14,123,121,4,8.37,8.37 USD,33.48
2039,2025-10-11,96,243,1,19.0,19.00 USD,19.0
2040,2023-01-10,605,200,3,2.66,2.66 USD,7.98
2041,2023-03-24,515,197,5,6.29,6.29 USD,31.45
2042,2023-10-02,443,101,1,2.64,2.64 USD,2.64
2043,2025-01-02,514,209,6,2.69,2.69 USD,16.14
2044,2025-08-30,371,182,2,6.46,6.46 USD,12.92
2045,2024-05-18,305,238,4,3.25,3.25 USD,13.0
2046,2024-10-26,357,251,4,16.52,16.52 USD,66.08
2047,2023-07-26,148,118,1,5.45,5.45 USD,5.45
2048,2025-05-31,285,158,4,6.69,6.69 USD,26.76
2049,2025-11-25,657,226,4,8.89,8.89 USD,35.56
2050,2023-10-22,262,173,5,13.73,13.73 USD,68.65
2051,2024-06-25,574,210,4,0.75,0.75 USD,3.0
2052,2023-04-05,491,152,4,2.68,2.68 USD,10.72
2053,2024-09-04,738,146,5,1.19,1.19 USD,5.95
2054,2024-07-04,31,207,6,5.48,5.48 USD,32.88
2055,2023-06-08,702,113,4,9.73,9.73 USD,38.92
2056,2024-04-29,268,196,6,16.08,16.08 USD,96.48
2057,2024-01-01,12,117,5,1.37,1.37 USD,6.85
2058,2024-07-25,191,167,2,3.11,3.11 USD,6.22
2059,2024-10-03,400,161,4,6.0,6.00 USD,24.0
2060,2023-01-10,537,165,1,1.96,1.96 USD,1.96
2061,2025-04-13,91,281,3,1.35,1.35 USD,4.05
2062,2025-02-19,600,233,2,1.74,1.74 USD,3.48
2063,2024-02-06,501,260,4,8.68,8.68 USD,34.72
2064,2023-02-27,786,189,1,6.57,6.57 USD,6.57
2065,2025-04-06,301,273,3,2.16,2.16 USD,6.48
2066,2025-11-11,111,156,5,8.42,8.42 USD,42.1
2067,2023-09-20,80,105,4,4.75,4.75 USD,19.0
2068,2023-12-21,652,201,7,0.48,0.48 USD,3.36
2069,2023-07-21,433,187,6,3.29,3.29 USD,19.74
2070,2024-09-23,417,262,6,3.61,3.61 USD,21.66
2071,2023-06-19,214,161,5,5.48,5.48 USD,27.4
2072,2024-01-26,447,290,2,1.22,1.22 USD,2.44
2073,2025-02-02,18,169,6,3.17,3.17 USD,19.02
2074,2024-09-05,54,163,3,9.05,9.05 USD,27.15
2075,2024-02-28,609,144,6,4.24,4.24 USD,25.44
2076,2024-04-05,795,128,7,4.34,4.34 USD,30.38
2077,2024-09-07,746,298,7,1.44,1.44 USD,10.08
2078,2023-01-07,240,113,3,10.71,10.71 USD,32.13
2079,2023-03-27,418,271,6,2.05,2.05 USD,12.3
2080,2025-08-22,486,130,5,9.27,9.27 USD,46.35
2081,2023-03-27,444,254,5,9.82,9.82 USD,49.1
2082,2025-02-12,566,163,6,9.79,9.79 USD,58.74
2083,2025-10-04,599,173,7,15.27,15.27 USD,106.89
2084,2023-10-24,773,157,2,0.71,0.71 USD,1.42
2085,2024-02-10,748,164,1,3.28,3.28 USD,3.28
2086,2024-09-14,123,277,7,21.99,21.99 USD,153.93
2087,2025-08-23,420,152,6,2.85,2.85 USD,17.1
2088,2025-10-28,566,163,7,8.81,8.81 USD,61.67
2089,2025-03-20,216,241,7,7.91,7.91 USD,55.37
2090,2023-04-05,420,193,4,1.29,1.29 USD,5.16
2091,2025-01-02,709,207,1,6.27,6.27 USD,6.27
2092,2024-03-25,551,209,7,2.73,2.73 USD,19.11
2093,2024-05-30,228,188,6,10.57,10.57 USD,63.42
2094,2023-02-23,237,145,7,8.08,8.08 USD,56.56
2095,2023-07-29,644,208,3,9.37,9.37 USD,28.11
2096,2025-05-15,330,146,4,1.04,1.04 USD,4.16
2097,2024-05-12,469,177,2,8.85,8.85 USD,17.7
2098,2023-11-27,680,269,1,2.06,2.06 USD,2.06
2099,2024-02-25,487,146,1,1.04,1.04 USD,1.04
2100,2025-07-24,549,229,4,1.28,1.28 USD,5.12
2101,2025-03-31,579,296,2,1.72,1.72 USD,3.44
2102,2023-10-26,623,192,7,9.96,9.96 USD,69.72
2103,2023-05-09,415,112,6,9.29,9.29 USD,55.74
2104,2023-10-03,219,188,2,10.91,10.91 USD,21.82
2105,2025-10-05,721,173,6,14.26,14.26 USD,85.56
2106,2024-09-28,381,263,1,1.36,1.36 USD,1.36
2107,2024-08-07,87,202,7,0.66,0.66 USD,4.62
2108,2024-10-15,461,199,6,10.01,10.01 USD,60.06
2109,2024-02-05,411,261,1,1.06,1.06 USD,1.06
2110,2025-06-02,691,158,5,6.86,6.86 USD,34.3
2111,2024-07-26,525,228,4,3.93,3.93 USD,15.72
2112,2023-05-08,447,217,7,1.15,1.15 USD,8.05
2113,2023-05-22,300,135,2,6.75,6.75 USD,13.5
2114,2024-08-10,408,274,3,4.28,4.28 USD,12.84
2115,2025-10-22,637,184,4,3.87,3.87 USD,15.48
2116,2023-12-04,375,166,6,6.72,6.72 USD,40.32
2117,2025-08-10,233,272,5,0.56,0.56 USD,2.8
2118,2025-04-16,763,126,4,1.62,1.62 USD,6.48
2119,2023-09-29,638,142,1,0.84,0.84 USD,0.84
2120,2023-02-09,747,177,4,9.51,9.51 USD,38.04
2121,2023-04-22,650,130,7,8.46,8.46 USD,59.22
2122,2025-03-08,49,216,6,5.43,5.43 USD,32.58
2123,2023-08-07,186,260,4,9.0,9.00 USD,36.0
2124,2024-02-11,205,136,7,4.9,4.90 USD,34.3
2125,2024-07-03,78,119,4,1.56,1.56 USD,6.24
2126,2025-03-05,481,122,6,1.46,1.46 USD,8.76
2127,2023-05-04,386,165,3,2.1,2.10 USD,6.3
2128,2024-03-20,194,157,5,0.73,0.73 USD,3.65
2129,2024-06-15,103,111,4,12.06,12.06 USD,48.24
2130,2024-08-15,617,126,4,1.74,1.74 USD,6.96
2131,2025-06-15,376,276,3,1.55,1.55 USD,4.65
2132,2023-07-07,287,119,2,1.73,1.73 USD,3.46
2133,2025-06-03,482,183,4,3.11,3.11 USD,12.44
2134,2025-01-28,723,240,7,2.94,2.94 USD,20.58
2135,2024-08-31,250,167,6,3.25,3.25 USD,19.5
2136,2025-02-04,201,156,7,9.07,9.07 USD,63.49
2137,2024-03-27,536,118,6,5.46,5.46 USD,32.76
2138,2023-06-01,461,213,4,1.05,1.05 USD,4.2
2139,2024-12-30,300,105,2,4.56,4.56 USD,9.12
2140,2024-07-28,478,212,6,5.53,5.53 USD,33.18
2141,2024-12-01,83,252,7,2.66,2.66 USD,18.62
2142,2024-01-06,458,215,7,1.34,1.34 USD,9.38
2143,2025-09-20,691,266,4,4.12,4.12 USD,16.48
2144,2024-10-05,298,167,4,3.58,3.58 USD,14.32
2145,2023-04-04,364,170,4,8.13,8.13 USD,32.52
2146,2024-05-07,718,152,5,2.94,2.94 USD,14.7
2147,2025-04-08,40,227,6,5.49,5.49 USD,32.94
2148,2025-05-19,625,267,1,21.0,21.00 USD,21.0
2149,2024-06-25,340,287,5,5.55,5.55 USD,27.75
2150,2025-09-06,516,254,2,10.08,10.08 USD,20.16
2151,2023-10-21,108,165,5,2.1,2.10 USD,10.5
2152,2024-03-25,316,180,7,6.91,6.91 USD,48.37
2153,2025-09-10,114,276,5,1.63,1.63 USD,8.15
2154,2025-09-08,167,213,3,1.08,1.08 USD,3.24
2155,2025-01-20,261,211,2,8.2,8.20 USD,16.4
2156,2025-07-29,618,153,2,8.29,8.29 USD,16.58
2157,2023-04-08,224,237,2,4.56,4.56 USD,9.12
2158,2025-08-05,262,233,5,1.8,1.80 USD,9.0
2159,2023-12-18,251,216,2,4.95,4.95 USD,9.9
2160,2023-07-15,526,172,6,2.14,2.14 USD,12.84
2161,2023-09-20,710,289,3,2.41,2.41 USD,7.23
2162,2024-04-02,126,121,4,8.3,8.30 USD,33.2
2163,2023-10-03,206,203,5,5.27,5.27 USD,26.35
2164,2023-12-18,140,207,4,5.63,5.63 USD,22.52
2165,2023-05-28,62,163,4,9.82,9.82 USD,39.28
2166,2023-11-21,283,248,5,4.25,4.25 USD,21.25
2167,2024-09-18,54,286,6,5.48,5.48 USD,32.88
2168,2024-04-28,346,273,5,2.12,2.12 USD,10.6
2169,2024-01-15,524,250,2,1.57,1.57 USD,3.14
2170,2025-03-28,136,177,3,9.59,9.59 USD,28.77
2171,2025-09-05,330,175,5,3.22,3.22 USD,16.1
2172,2025-04-08,144,291,4,6.32,6.32 USD,25.28
2173,2023-12-30,436,258,5,6.08,6.08 USD,30.4
2174,2025-03-26,282,163,3,9.58,9.58 USD,28.74
2175,2023-06-16,136,272,1,0.5,0.50 USD,0.5
2176,2023-05-23,489,167,6,3.55,3.55 USD,21.3
2177,2024-01-14,733,286,4,5.23,5.23 USD,20.92
2178,2025-06-03,721,293,1,0.78,0.78 USD,0.78
2179,2023-09-27,401,136,1,4.61,4.61 USD,4.61
2180,2023-03-11,449,234,7,3.74,3.74 USD,26.18
2181,2023-05-25,635,137,3,18.79,18.79 USD,56.37
2182,2025-07-29,628,193,6,1.29,1.29 USD,7.74
2183,2024-11-24,669,175,5,3.55,3.55 USD,17.75
2184,2023-10-05,270,283,1,0.65,0.65 USD,0.65
2185,2024-08-31,17,287,7,6.2,6.20 USD,43.4
2186,2024-07-31,269,266,2,4.16,4.16 USD,8.32
2187,2024-12-18,482,215,5,1.26,1.26 USD,6.3
2188,2023-09-13,219,253,6,10.7,10.70 USD,64.2
2189,2025-08-04,319,177,4,9.55,9.55 USD,38.2
2190,2023-12-05,238,261,5,1.02,1.02 USD,5.1
2191,2025-01-30,545,113,3,10.16,10.16 USD,30.48
2192,2023-01-18,285,138,7,4.33,4.33 USD,30.31
2193,2024-02-13,37,286,3,5.5,5.50 USD,16.5
2194,2024-01-21,103,248,4,4.23,4.23 USD,16.92
2195,2024-08-18,723,117,4,1.4,1.40 USD,5.6
2196,2023-03-21,430,223,4,8.46,8.46 USD,33.84
2197,2025-05-15,792,214,7,7.47,7.47 USD,52.29
2198,2023-08-27,654,252,7,2.74,2.74 USD,19.18
2199,2025-01-11,239,126,3,1.63,1.63 USD,4.89
2200,2025-05-29,741,268,6,1.75,1.75 USD,10.5
2201,2024-09-07,645,132,7,3.57,3.57 USD,24.99
2202,2025-03-22,125,265,6,6.18,6.18 USD,37.08
2203,2024-12-25,565,186,7,11.44,11.44 USD,80.08
2204,2024-01-25,600,198,5,10.43,10.43 USD,52.15
2205,2025-06-04,610,191,1,8.08,8.08 USD,8.08
2206,2023-11-19,607,221,1,10.62,10.62 USD,10.62
2207,2024-09-17,188,288,2,5.33,5.33 USD,10.66
2208,2025-03-27,256,157,3,0.78,0.78 USD,2.34
2209,2024-02-19,585,207,4,6.21,6.21 USD,24.84
2210,2023-11-28,794,286,6,4.99,4.99 USD,29.94
2211,2024-05-17,530,295,7,5.52,5.52 USD,38.64
2212,2025-06-14,676,122,5,1.55,1.55 USD,7.75
2213,2025-10-15,392,286,6,5.16,5.16 USD,30.96
2214,2024-08-19,658,212,3,5.38,5.38 USD,16.14
2215,2024-12-25,468,185,2,2.81,2.81 USD,5.62
2216,2025-09-16,253,180,6,6.08,6.08 USD,36.48
2217,2023-04-18,672,173,1,14.0,14.00 USD,14.0
2218,2023-09-12,561,177,5,8.71,8.71 USD,43.55
2219,2025-02-15,176,174,1,0.62,0.62 USD,0.62
2220,2025-06-21,466,227,5,5.45,5.45 USD,27.25
2221,2025-07-27,577,277,4,20.4,20.40 USD,81.6
2222,2024-03-30,289,221,5,10.84,10.84 USD,54.2
2223,2023-04-08,50,185,7,2.78,2.78 USD,19.46
2224,2024-04-24,4,277,4,19.29,19.29 USD,77.16
2225,2023-09-10,631,270,3,6.25,6.25 USD,18.75
2226,2023-11-15,500,268,1,1.7,1.70 USD,1.7
2227,2025-04-25,676,299,5,2.46,2.46 USD,12.3
2228,2023-03-24,223,274,5,4.08,4.08 USD,20.4
2229,2025-06-25,668,250,2,1.52,1.52 USD,3.04
2230,2024-04-13,262,182,1,6.96,6.96 USD,6.96
2231,2024-10-14,685,121,3,8.16,8.16 USD,24.48
2232,2023-04-09,535,279,4,13.72,13.72 USD,54.88
2233,2024-01-05,376,242,3,2.41,2.41 USD,7.23
2234,2023-04-09,61,174,2,0.55,0.55 USD,1.1
2235,2025-11-18,356,109,3,5.83,5.83 USD,17.49
2236,2025-06-02,646,246,4,4.45,4.45 USD,17.8
2237,2024-05-18,24,113,1,9.75,9.75 USD,9.75
2238,2023-09-02,293,117,6,1.39,1.39 USD,8.34
2239,2025-10-19,557,226,2,8.82,8.82 USD,17.64
2240,2024-01-13,691,187,7,3.32,3.32 USD,23.24
2241,2023-06-26,356,253,5,11.22,11.22 USD,56.1
2242,2024-09-08,575,282,5,6.9,6.90 USD,34.5
2243,2025-10-30,29,116,1,1.72,1.72 USD,1.72
2244,2023-01-05,357,124,6,2.75,2.75 USD,16.5
2245,2023-09-18,365,175,3,3.26,3.26 USD,9.78
2246,2025-10-24,608,251,7,18.02,18.02 USD,126.14
2247,2023-07-07,409,269,7,2.1,2.10 USD,14.7
2248,2023-05-05,266,203,5,5.4,5.40 USD,27.0
2249,2024-09-16,291,186,2,11.36,11.36 USD,22.72
2250,2025-08-01,567,261,6,1.03,1.03 USD,6.18
2251,2024-06-06,153,205,4,2.25,2.25 USD,9.0
2252,2025-12-25,219,142,7,0.86,0.86 USD,6.02
2253,2025-01-13,173,276,3,1.72,1.72 USD,5.16
2254,2023-03-23,608,118,6,4.86,4.86 USD,29.16
2255,2025-12-23,635,291,7,6.51,6.51 USD,45.57
2256,2024-03-22,12,178,4,5.9,5.90 USD,23.6
2257,2023-11-11,516,192,6,10.23,10.23 USD,61.38
2258,2024-09-02,362,111,6,11.63,11.63 USD,69.78
2259,2023-11-30,579,252,3,2.69,2.69 USD,8.07
2260,2023-04-05,657,289,2,2.49,2.49 USD,4.98
2261,2023-01-02,477,292,4,1.61,1.61 USD,6.44
2262,2024-05-07,577,264,2,2.88,2.88 USD,5.76
2263,2025-07-05,82,226,4,8.13,8.13 USD,32.52
2264,2024-09-18,617,197,7,6.29,6.29 USD,44.03
2265,2025-12-30,693,153,7,8.27,8.27 USD,57.89
2266,2023-11-11,340,183,3,3.4,3.40 USD,10.2
2267,2023-11-04,441,147,2,4.42,4.42 USD,8.84
2268,2023-06-24,617,152,7,2.79,2.79 USD,19.53
2269,2023-06-29,226,157,3,0.78,0.78 USD,2.34
2270,2023-11-09,371,175,6,3.35,3.35 USD,20.1
2271,2025-05-18,28,251,6,18.35,18.35 USD,110.1
2272,2025-09-18,16,159,3,15.13,15.13 USD,45.39
2273,2025-12-03,277,169,4,3.15,3.15 USD,12.6
2274,2023-09-12,333,284,7,3.27,3.27 USD,22.89
2275,2025-08-23,483,186,6,10.78,10.78 USD,64.68
2276,2023-12-26,566,270,4,6.73,6.73 USD,26.92
2277,2023-05-04,288,246,2,4.19,4.19 USD,8.38
2278,2025-08-10,114,171,5,6.27,6.27 USD,31.35
2279,2024-11-27,38,133,6,3.75,3.75 USD,22.5
2280,2023-06-30,454,103,6,10.63,10.63 USD,63.78
2281,2024-04-15,742,128,1,4.53,4.53 USD,4.53
2282,2023-11-11,166,101,4,2.97,2.97 USD,11.88
2283,2025-03-17,694,226,3,8.69,8.69 USD,26.07
2284,2024-05-11,205,291,1,6.99,6.99 USD,6.99
2285,2025-12-19,245,213,2,1.06,1.06 USD,2.12
2286,2023-03-01,333,147,1,4.38,4.38 USD,4.38
2287,2024-01-24,396,137,1,20.31,20.31 USD,20.31
2288,2024-06-11,507,186,5,11.34,11.34 USD,56.7
2289,2024-07-04,121,148,5,4.03,4.03 USD,20.15
2290,2023-12-12,259,208,1,10.32,10.32 USD,10.32
2291,2025-03-09,722,119,5,1.76,1.76 USD,8.8
2292,2025-08-15,410,242,7,2.57,2.57 USD,17.99
2293,2025-10-24,310,295,5,5.74,5.74 USD,28.7
2294,2025-05-31,706,183,1,3.52,3.52 USD,3.52
2295,2025-07-20,68,165,4,1.82,1.82 USD,7.28
2296,2024-08-25,114,126,5,1.77,1.77 USD,8.85
2297,2025-06-23,220,238,1,3.08,3.08 USD,3.08
2298,2023-11-29,220,199,4,10.41,10.41 USD,41.64
2299,2024-03-12,473,177,6,8.64,8.64 USD,51.84
2300,2023-12-14,730,170,5,8.74,8.74 USD,43.7
2301,2024-05-26,749,143,1,6.59,6.59 USD,6.59
2302,2023-11-09,386,170,5,8.28,8.28 USD,41.4
2303,2025-11-18,298,300,4,2.22,2.22 USD,8.88
2304,2023-12-09,606,159,7,14.24,14.24 USD,99.68
2305,2023-04-18,253,103,1,10.23,10.23 USD,10.23
2306,2024-07-30,405,233,4,1.94,1.94 USD,7.76
2307,2023-03-04,492,185,6,2.49,2.49 USD,14.94
2308,2023-05-02,357,195,3,15.53,15.53 USD,46.59
2309,2023-08-29,428,178,2,5.96,5.96 USD,11.92
2310,2024-05-23,215,201,7,0.53,0.53 USD,3.71
2311,2024-04-19,380,183,3,3.46,3.46 USD,10.38
2312,2025-05-25,770,265,5,6.77,6.77 USD,33.85
2313,2025-03-20,752,184,4,4.1,4.10 USD,16.4
2314,2024-04-11,214,280,1,10.76,10.76 USD,10.76
2315,2024-01-01,98,294,7,1.48,1.48 USD,10.36
2316,2023-12-13,528,221,4,11.3,11.30 USD,45.2
2317,2025-04-27,666,291,5,6.35,6.35 USD,31.75
2318,2023-02-27,528,235,1,3.29,3.29 USD,3.29
2319,2023-01-15,710,153,7,8.73,8.73 USD,61.11
2320,2025-05-21,620,214,3,7.57,7.57 USD,22.71
2321,2024-06-06,535,106,4,2.5,2.50 USD,10.0
2322,2023-05-24,554,235,2,3.07,3.07 USD,6.14
2323,2023-09-15,549,272,7,0.5,0.50 USD,3.5
2324,2025-10-18,328,118,6,4.98,4.98 USD,29.88
2325,2025-07-30,165,154,6,1.03,1.03 USD,6.18
2326,2025-02-16,116,227,5,5.42,5.42 USD,27.1
2327,2024-06-12,150,257,5,17.21,17.21 USD,86.05
2328,2024-07-23,518,125,4,14.33,14.33 USD,57.32
2329,2025-12-03,32,163,3,9.69,9.69 USD,29.07
2330,2025-11-23,657,296,3,1.58,1.58 USD,4.74
2331,2023-08-24,293,215,2,1.25,1.25 USD,2.5
2332,2025-06-07,689,241,2,8.45,8.45 USD,16.9
2333,2023-08-04,177,260,4,9.16,9.16 USD,36.64
2334,2023-08-22,61,255,1,2.26,2.26 USD,2.26
2335,2025-01-10,589,151,3,12.7,12.70 USD,38.1
2336,2024-03-19,416,262,7,3.43,3.43 USD,24.01
2337,2025-10-17,383,128,7,4.54,4.54 USD,31.78
2338,2023-04-08,598,173,7,15.3,15.30 USD,107.1
2339,2024-07-14,703,172,1,2.09,2.09 USD,2.09
2340,2025-10-02,7,185,1,2.63,2.63 USD,2.63
2341,2025-09-17,85,210,4,0.72,0.72 USD,2.88
2342,2023-06-21,774,130,2,9.1,9.10 USD,18.2
2343,2024-02-06,398,109,1,6.13,6.13 USD,6.13
2344,2024-11-08,771,241,4,8.23,8.23 USD,32.92
2345,2023-06-24,393,182,2,6.69,6.69 USD,13.38
2346,2025-11-25,47,164,1,3.43,3.43 USD,3.43
2347,2025-09-28,341,138,1,4.71,4.71 USD,4.71
2348,2023-07-02,498,219,7,2.15,2.15 USD,15.05
2349,2023-05-13,606,122,2,1.59,1.59 USD,3.18
2350,2023-04-04,478,259,6,2.11,2.11 USD,12.66
2351,2025-09-22,426,199,2,9.83,9.83 USD,19.66
2352,2023-08-01,426,270,5,6.24,6.24 USD,31.2
2353,2024-03-31,736,290,7,1.14,1.14 USD,7.98
2354,2024-05-06,791,206,5,6.15,6.15 USD,30.75
2355,2024-10-17,515,164,4,3.37,3.37 USD,13.48
2356,2023-03-20,129,109,4,6.14,6.14 USD,24.56
2357,2023-09-06,249,226,3,9.3,9.30 USD,27.9
2358,2025-10-16,741,195,5,15.52,15.52 USD,77.6
2359,2025-09-21,131,272,2,0.52,0.52 USD,1.04
2360,2025-05-05,740,291,5,6.78,6.78 USD,33.9
2361,2023-01-22,689,268,6,1.85,1.85 USD,11.1
2362,2023-12-25,323,188,7,10.84,10.84 USD,75.88
2363,2024-11-18,543,269,4,2.13,2.13 USD,8.52
2364,2023-10-29,66,213,6,1.04,1.04 USD,6.24
2365,2025-09-22,718,172,4,2.23,2.23 USD,8.92
2366,2024-11-25,101,150,6,0.99,0.99 USD,5.94
2367,2023-03-20,31,248,4,4.52,4.52 USD,18.08
2368,2025-09-22,191,181,2,1.94,1.94 USD,3.88
2369,2025-11-14,578,298,6,1.49,1.49 USD,8.94
2370,2023-03-27,415,270,7,6.73,6.73 USD,47.11
2371,2024-08-05,747,133,1,3.79,3.79 USD,3.79
2372,2023-11-29,790,163,4,9.8,9.80 USD,39.2
2373,2024-03-06,714,285,5,5.6,5.60 USD,28.0
2374,2023-07-16,500,293,1,0.78,0.78 USD,0.78
2375,2024-09-24,737,205,5,2.17,2.17 USD,10.85
2376,2025-11-14,595,280,4,11.19,11.19 USD,44.76
2377,2024-07-04,46,199,2,9.11,9.11 USD,18.22
2378,2023-04-01,89,106,7,2.56,2.56 USD,17.92
2379,2024-11-09,698,235,7,3.34,3.34 USD,23.38
2380,2024-01-08,375,109,1,6.08,6.08 USD,6.08
2381,2025-07-26,701,201,1,0.52,0.52 USD,0.52
2382,2024-04-20,246,161,4,5.77,5.77 USD,23.08
2383,2023-07-31,558,262,7,3.6,3.60 USD,25.2
2384,2023-07-29,257,263,7,1.41,1.41 USD,9.87
2385,2025-04-21,352,199,6,9.58,9.58 USD,57.48
2386,2023-10-18,573,248,4,4.19,4.19 USD,16.76
2387,2025-04-20,105,158,4,6.67,6.67 USD,26.68
2388,2023-08-14,337,160,7,1.38,1.38 USD,9.66
2389,2023-12-19,526,282,3,7.21,7.21 USD,21.63
2390,2024-05-24,301,135,2,6.56,6.56 USD,13.12
2391,2025-10-29,77,147,6,4.63,4.63 USD,27.78
2392,2025-10-17,511,146,2,1.12,1.12 USD,2.24
